,genres
3473,Comedy|Drama|Family|Romance
3474,Drama|History
3475,Drama|Horror|Mystery|Thriller
3476,Crime|Drama
3477,Comedy|Musical
3478,Drama|Musical
3479,Drama|Family|Musical|Romance
3480,Animation|Family|Fantasy|Music
3481,Horror|Thriller
3482,Horror|Mystery|Thriller
3483,Drama
3484,Drama
3485,Action|Comedy|Horror
3486,Drama|Romance|War
3487,Drama
3488,Comedy|Sci-Fi
3489,Horror|Mystery
3490,Crime|Drama
3491,Action|Adventure|Sci-Fi|Thriller
3492,Biography|Crime|Drama|Romance
3493,Drama|Horror|Mystery|Thriller
3494,Drama|Thriller
3495,Drama
3496,Drama|Sport
3497,Adventure|Drama|Romance|Western
3498,Drama|Romance
3499,Drama
3500,Drama|Romance
3501,Drama
3502,Drama|Musical|Romance
3503,Comedy|Drama
3504,Drama|Music|Romance
3505,Action|Crime|Drama|Thriller
3506,Crime|Drama|Thriller
3507,Comedy|Romance
3508,Horror|Mystery|Thriller
3509,Comedy|Drama|Romance
3510,Adventure
3511,Drama|Romance
3512,Documentary|History
3513,Biography|Documentary|History
3514,Comedy|Drama|Thriller
3515,Comedy|Drama
3516,Comedy|Drama
3517,Drama|Romance
3518,Crime|Drama|Thriller
3519,Crime|Drama|Horror|Mystery|Thriller
3520,Comedy
3521,Action|Crime|Drama|Thriller
3522,Crime|Drama|Film-Noir|Mystery|Thriller
3523,Horror|Thriller
3524,Crime|Drama
3525,Comedy|Crime|Drama
3526,Comedy|Fantasy|Musical|Sci-Fi
3527,Comedy|Drama
3528,Comedy|Musical
3529,Action|Adventure|History|Western
3530,Thriller
3531,Crime|Drama
3532,Drama|Fantasy
3533,Drama|Mystery|Thriller
3534,Drama
3535,Drama
3536,Drama|Horror|Thriller
3537,Drama
3538,Comedy
3539,Action|Sci-Fi
3540,Drama|Music
3541,Comedy|Documentary
3542,Comedy|Horror
3543,Horror|Thriller
3544,Crime|Drama
3545,Drama|Horror
3546,Adventure|Family
3547,Action|Sci-Fi
3548,Crime|Drama
3549,Horror|Thriller
3550,Comedy|Crime|Romance
3551,Drama|Romance
3552,Drama|Romance
3553,Drama|Romance|War
3554,Western
3555,Comedy|Drama
3556,Comedy|Drama|Romance
3557,Drama|Mystery|Thriller
3558,Crime|Drama|Romance
3559,Drama|Mystery
3560,Comedy|Drama|Romance
3561,Action|Biography|Drama|Sport
3562,Comedy|Drama
3563,Comedy|Drama
3564,Comedy|Drama|Romance
3565,Film-Noir|Mystery|Romance|Thriller
3566,Drama|Mystery|Romance
3567,Comedy|Crime|Drama|Romance
3568,Fantasy|Horror|Mystery|Thriller
3569,Comedy|Crime|Sci-Fi|Thriller
3570,Crime|Drama|Thriller
3571,Drama
3572,Comedy|Romance
3573,Crime|Drama|Thriller
3574,Drama
3575,Horror|Mystery
3576,Comedy|Romance
3577,Comedy|Horror
3578,Comedy|Drama|Family
3579,Drama
3580,Comedy|Drama
3581,Drama|Music|Romance
3582,Drama|War
3583,Fantasy|Horror
3584,Drama
3585,Drama|Fantasy|Horror|Thriller
3586,Comedy|Drama
3587,Drama|Horror|Mystery|Thriller
3588,Action|Horror|Thriller
3589,Animation|Family|Fantasy|Musical
3590,Western
3591,Action|Adventure
3592,Comedy|Crime
3593,Comedy|Drama
3594,Drama
3595,Drama
3596,Action|Sci-Fi
3597,Comedy
3598,Horror|Romance|Thriller
3599,Drama|Film-Noir|Mystery|Thriller
3600,Horror|Mystery|Thriller
3601,Drama|Film-Noir
3602,Horror|Sci-Fi
3603,Animation
3604,Crime|Film-Noir|Thriller
3605,Drama|Family
3606,Drama
3607,Horror|Mystery|Thriller
3608,Comedy|Crime|Mystery
3609,Comedy|Drama|Romance
3610,Drama
3611,Comedy|Mystery|Romance
3612,Crime|Drama|Thriller
3613,Western
3614,Comedy|Drama
3615,Action|Adventure|Romance|War
3616,Thriller
3617,Adventure|Comedy|Sport
3618,Action|Comedy
3619,Comedy
3620,Action|Drama|Horror|Thriller
3621,Drama
3622,Sci-Fi|Thriller
3623,Action|Horror|Sci-Fi
3624,Drama|Romance|War
3625,Drama|Horror|Mystery|Thriller
3626,Drama|Sci-Fi
3627,Drama|Sport
3628,Drama
3629,Crime|Drama
3630,Horror
3631,Action|Adventure|Thriller
3632,Horror|Mystery|Sci-Fi|Thriller
3633,Drama
3634,Drama|Horror|Mystery|Thriller
3635,Action|Adventure|Drama|Sci-Fi|Thriller
3636,Drama|Romance
3637,Adventure|Comedy|Drama
3638,Action|Drama|Romance|War
3639,Adventure|Horror
3640,Biography|Comedy|Drama|Romance
3641,Comedy|Drama|Romance
3642,Comedy|Drama
3643,Comedy|Drama|Romance
3644,Documentary
3645,Comedy|Drama|Romance|Sport
3646,Drama
3647,Comedy|Sci-Fi
3648,Drama|Romance
3649,Comedy|Drama
3650,Drama
3651,Comedy|Drama|Fantasy|Romance
3652,Comedy|Drama|Romance
3653,Documentary|Sport
3654,Action|Drama
3655,Horror
3656,Comedy|Crime|Thriller
3657,Comedy|Crime
3658,Crime|Drama|Romance
3659,Action|Comedy|Fantasy|Sci-Fi
3660,Drama|Sci-Fi
3661,Comedy|Drama|Sci-Fi
3662,Action|Drama
3663,Comedy|Drama
3664,Drama|Romance
3665,Crime|Drama|Thriller
3666,Comedy
3667,Drama
3668,Comedy|Horror|Sci-Fi
3669,Horror
3670,Comedy|Music
3671,Western
3672,Horror
3673,Horror|Thriller
3674,Drama
3675,Crime|Drama|Romance
3676,Comedy
3677,Drama
3678,Crime|Drama|Thriller
3679,Drama|Thriller
3680,Biography|Drama|Romance
3681,Comedy|Fantasy|Thriller
3682,Comedy|Drama|Romance
3683,Drama
3684,Comedy
3685,Drama|Fantasy|Sci-Fi
3686,Crime|Drama|Thriller
3687,Comedy|Drama
3688,Drama|Romance
3689,Drama|Romance
3690,Drama|Thriller
3691,Crime|Drama|Romance
3692,Action|Adventure|Drama|War
3693,Comedy|Drama|Music
3694,Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi
3695,Comedy|Drama|Romance
3696,Crime|Horror|Thriller
3697,Horror
3698,Drama
3699,Drama
3700,Crime|Drama|Horror|Thriller
3701,Horror
3702,Horror
3703,Thriller|Western
3704,Documentary|Drama|Sport
3705,Crime|Drama
3706,Drama|Mystery|Thriller
3707,Comedy
3708,Comedy|Musical|Romance
3709,Horror
3710,Documentary|History|Music
3711,Action|Crime|Drama
3712,Drama
3713,Comedy|Musical
3714,Drama|Romance
3715,Drama|Romance
3716,Adventure|Biography|Drama|Horror|Thriller
3717,Horror|Sci-Fi
3718,Comedy|Drama
3719,Biography|Documentary|Sport
3720,Comedy|Drama|Romance
3721,Drama
3722,Drama
3723,Crime|Drama
3724,Comedy|Romance
3725,Crime|Drama|Thriller
3726,Comedy|Drama
3727,Action|Adventure|Drama
3728,Comedy|Music|Romance
3729,Comedy|Fantasy|Horror
3730,Drama|Sport
3731,Drama|Sci-Fi|Thriller
3732,Comedy
3733,Drama
3734,Mystery|Thriller
3735,Family
3736,Comedy|Drama|Romance
3737,Comedy|Horror|Musical
3738,Comedy|Musical|Romance
3739,Comedy
3740,Horror
3741,Drama
3742,Comedy|Romance
3743,Horror|Thriller
3744,Comedy|Drama|Romance
3745,Drama|Thriller
3746,Documentary
3747,Fantasy|Horror
3748,Horror|Thriller
3749,Action|Drama
3750,Crime|Drama
3751,Comedy|Romance
3752,Comedy|Drama
3753,Action|Fantasy|Horror|Mystery|Thriller
3754,Comedy|Drama
3755,Drama
3756,Drama
3757,Drama
3758,Crime|Drama|Romance
3759,Drama|Romance
3760,Drama|Romance
3761,Drama|Sport
3762,Action|Thriller
3763,Action|Comedy|Sci-Fi|Sport
3764,Comedy|Drama|Romance
3765,Comedy|Crime|Drama|Horror|Mystery|Thriller
3766,Biography|Crime|Drama|Thriller
3767,Comedy|Drama|Romance
3768,Comedy|Drama|Romance
3769,Comedy|Drama|Romance
3770,Mystery|Sci-Fi|Thriller
3771,Comedy|Romance
3772,Drama|Mystery|Thriller
3773,Drama|Romance
3774,Drama|Thriller
3775,Drama
3776,Horror|Thriller
3777,Drama|Romance|War
3778,Adventure|Horror|Sci-Fi
3779,Action|Adventure|Sci-Fi|Thriller
3780,Comedy|Drama
3781,Action|Drama|Western
3782,Horror|Sci-Fi|Thriller
3783,Drama|Romance|Sci-Fi
3784,Drama|Music|Mystery|Romance|Sci-Fi
3785,Drama|Romance
3786,Drama|Romance|Sci-Fi
3787,Comedy|Drama|Romance
3788,Drama
3789,Comedy|Drama
3790,Biography|Drama
3791,Drama|Sport
3792,Fantasy|Horror|Sci-Fi
3793,Comedy
3794,Comedy|Horror|Sci-Fi
3795,Comedy|Crime|Drama|Horror|Thriller
3796,Drama|Mystery|Thriller
3797,Comedy|Drama
3798,Drama|Horror|Mystery
3799,Comedy|Drama|Romance
3800,Comedy|Drama|Romance
3801,Crime|Drama|Horror
3802,Sci-Fi|Thriller
3803,Comedy
3804,Comedy|Drama
3805,Comedy|Drama
3806,Comedy|Drama|Romance
3807,Drama|Music|Romance
3808,Drama|Sci-Fi|Thriller
3809,Comedy|Drama
3810,Documentary
